1899 METAHULLA 1|ORTEGA, FRANCISCO|PLANETA|12000 |COMIC|El 21 de mayo de 1879, el capitán Carlos Condell derrotó a la flota peruana liderada por el Huáscar y la Independencia, usando un blindado aéreo: una maravilla tecnológica propulsada por la Metahulla, el poderoso mineral azul encontrado en las entrañas del golfo de Arauco. Chile se ha convertido en la mayor potencia militar del planeta. El mapa geopolítico es otro, y mientras la nación avanza, extrañas explosiones relacionadas con el mineral causan estragos. Luis Uribe, detective de la Policía Metropolitana, es enviado para resolver los hechos. Sin embargo, su investigación lo llevará a enfrentar al delirio y la locura cuando descubra los secretos que Arturo Prat, héroe nacional de la batalla naval de Iquique, y Miguel Grau guardan en el norte.
1945 NAZIS EN CHILOE|VERA SUPERBI, MIGUEL|SIMPLEMENTE|12000 |LITERATURA CHILENA|¿Qué pretendían los nazis en Chile? Confeccionaron un complejo plan de invasión a Latinoamérica desde Dakar, cuyo objetivo era dominar la Antártica, para desde allí volver a impulsar la guerra con recursos renovados y abundantes. Había que definir el punto de partida y Chile, dada su condición de país germanófilo, era un buen candidato.En Quellón, un pequeño pueblo al sur de Chile, sin proponérselo un chilote obstruye este plan. Concretamente, impide que se instalen y financien los jerarcas sobrevivientes que, junto a Hitler, reorganizarían al Reich en este país.La Primera Guerra Mundial comienza con un hecho mínimo crucial: Gavrilo Princip dispara su pistola sobre el archiduque Francisco Fernando. Aquí ocurre al revés, un hecho nimio aniquila la posibilidad de la prosecución de la Segunda Guerra Mundial. Un solo hombre tranca la rueda de los acontecimientos al quitarle sus recursos a los nazis. De alguna manera los hechos fortuitos cambian la historia todo el tiempo. Esta novela de Miguel Vera lo demuestra.1946 NAZIS EN CHILOE
1959 METAHULLA 2|ORTEGA, FRANCISCO|PLANETA|12000 |COMIC|El mundo está en guerra desde 1939 y la metahulla corre peligro. Con ayuda de unos misteriosos extraterrestres, el Imperio Zarista Ruso ha conquistado el mundo, excepto América y África. Durante una tregua en el conflicto, el doctor Salvador Allende recibe la visita del coronel Augusto Pinochet. Son viejos conocidos. Sin embargo, no es la amistad el motivo de su encuentro. Ernesto “Che” Guevara, hijastro de Allende, ha iniciado una rebelión en la Antártica que amenaza convertirse en un tercer frente en la Gran Guerra Metahullana. Y para detener su acción, ha exigido hablar con su padre adoptivo.
1978 EL AÑO QUE MARCHAMOS A LA GUERRA|PARVEX, GUILLERMO |RANDOM HOUSE |16000 |HISTORIA DE CHILE |Mientras estudiaba Periodismo en la Universidad de Chile, Guillermo Parvex fue llamado por el Ejército para recibir instrucción militar específica y ser parte de las milicias chilenas que se dirigirían a la frontera con Argentina. Era 1978, Parvex tenía 24 años y la guerra con el país vecino era inminente. Este libro reconstruye la historia personal del autor durante los meses que estuvo en la frontera y el contexto histórico de esos difíciles años, un relato inédito en primera persona que nos habla de aquellos años convulsos en que se ocultaba la movilización de tropas hasta las regiones limítrofes que nos separan del país vecino.
1986 CUENTOS COMPLETOS|REY ROSA, RODRIGO |ALFAGUARA|18500 |LITERATURA UNIVERSAL|Todos los relatos de uno de los más importantes escritores contemporáneos en español.
20 POEMAS AL ARBOL Y UN CACTUS DE LA COSTA|NERUDA, PABLO|LIBERALIA|13000 |POESÍA|El presente libro reúne caprichosamente 21 poemas en los que Pablo Neruda canta a los bosques del sur de Chile. Árboles, aromas, lluvia, hojarasca, neblina, madera, ciudades son revividos en un recorrido colmado de recuerdos y añoranzas. Neruda, hecho raíz, absorbe el silencio bullicioso del bosque y nos lo ofrece en cada una de las hojas de su lengua florida. Con él, cerramos los ojos y nos dejamos arrastrar a la humedad y el eterno retorno.
20 POEMAS DE VIDA Y UNA CAMPANA ROTA|NERUDA, PABLO|LIBERALIA|13000 |POESÍA|Es una selección poética tejida en el  hilo autobiográfico de Neruda, quien hacía poesía desde la experiencia propia mientras extraía vida de la poesía. En ese vaivén continuo se le urdían los poemas y desde allí partía a compartir una verdad profunda y universal recién descubierta. Ese deslumbramiento parece ser la huella que lo marcaba alumbrándole el camino para llegar a los demás. El volumen se acompaña con un CD que  incluye los poemas en la voz de Pedro Sánchez, mediados por breves intervalos musicales de la autoría de Adolfo Flores, Director de la Radio Beethoven.
20000 DIEZ RELATOS ESPELUZNANTES|VVAA|LA POLLERA|6000 |LITERATURA LATINOAMERICANA|Este libro es una antología con los 10 mejores relatos que participaron del Primer concurso literario sobre la ilegalidad de la marihuana en Chile, organizado por la editorial durante la segunda mitad de 2013.A la convocatoria llegaron más de 100 relatos, y se escogieron 10 que comprenden un muestrario significativo de lo siniestro y el miedo que provoca en personas comunes e inocentes, una ley despiadada y exagerada.
21 LECCIONES PARA EL SIGLO XXI|YUVAL NOAH HARARI|DEBATE| 15000 |ENSAYO|Tras el incontestable éxito de sus dos libros anteriores, Harari vuelve a librerías con un nuevo título: 21 lecciones para el siglo XXI. Centrado en el aquí y el ahora, el historiador israelí nos ofrece las herramientas necesarias para lidiar con un mundo cada vez más complejo y difícil de comprender. Con la misma prosa inteligente, fresca y provocadora, examina algunas de las cuestiones más urgentes de nuestro presente, incluyendo el terrorismo, la posverdad o la inmigración, sin apartarse de cuestiones más individuales como la resiliencia, la humildad o la meditación.
A MIL BESOS DE PROFUNDIDAD ( 1958 - 1978)|COHEN, LEONARD|VISOR LIBROS |20300 |POESÍA|   Esta antología celebra los cincuenta años de la obra musical y poética del bardo canadiense, recogiendo sus mejores canciones y poemas a lo largo del período que va desde el primer libro de poesía, Comparemos mitologías (1956), hasta el último, El Libro del anhelo (2006). Dividida en dos volúmenes, incluye numerosos textos y canciones inéditas, ademas de sus clásicos Suzanne, Hallelujah y Crazy to love you.
A MIL BESOS DE PROFUNIDIDAD( 1979- - 2006)|COHEN, LEONARD|VISOR LIBROS |18000 |POESÍA|   Esta antología celebra los cincuenta años de la obra musical y poética del bardo canadiense, recogiendo sus mejores canciones y poemas a lo largo del período que va desde el primer libro de poesía, Comparemos mitologías (1956), hasta el último, El Libro del anhelo (2006). Dividida en dos volúmenes, incluye numerosos textos y canciones inéditas, ademas de sus clásicos Suzanne, Hallelujah y Crazy to love you.
A RIMBAUD POESIA COMPLETA|RIMBAUD, ARTHUR|VISOR LIBROS |20000 |POESÍA| Con la publicación de las Poesías Completas de Arthur Rimbaud (1854 -1891), la colección Visor de Poesía ofrece la obra de uno de los creadores más originales de la literatura universal. Paul Verlaine lo comparó a Goya y Víctor Hugo lo llamó Shakespere niño . Extraordinariamente precoz u orgulloso abandonó la literatura en plena adolescencia (1873), pero su obra, aunque escasa, influyó poderosamente en todas las posteriores generaciones de poetas.
A VER QUÉ SE PUEDE HACER?|LORRIE MOORE|ETERNA CADENCIA|19000 |ENSAYO|Una colección de reflexiones y lecturas sin desperdicio con la mirada certera y perspicaz de una de las escritoras más reconocidas de la literatura estadounidense de los últimos tiempos.A ver qué se puede hacer es la selección que Moore ha hecho de sus ensayos y reseñas escritos a lo largo de más de treinta años que van de Philip Roth a Margaret Atwood y Alice Munro; del affaire Clinton-Lewinsky a Barack Obama; de Titanic a The Wire y True Detective; de Anaïs Nin a Lena Dunham.
ABRIRAN LAS GRANDES ALAMEDAS|SALVADOR ALLENDE|LOM|2600 |HISTORIA DE CHILE |Sigan ustedes sabiendo que, mucho más temprano que tarde, se abrirán las grandes alamedas por donde pase el hombre libre para construir una sociedad mejor. Con estas palabras retransmitidas por Radio Magallanes, Salvador Allende se dirigía por última vez al pueblo chileno. Era el 11 de septiembre de 1973, día en que una irrupción golpista puso fin al Gobierno popular y a su propia vida. Este libro es un compendio de los discursos más significativos de la vida política de Salvador Allende; unos textos imprescindibles para comprender la historia, que nos transmiten la frescura y la fuerza con la que fueron pronunciados por uno de los líderes más emblemáticos del siglo pasado
ABUSO Y PODER NUESTRA LUCHA CONTRA LA IGLESIA CATÓLICA|JAMES HAMILTON |DEBATE|15900 |ENSAYO|La historia de un largo proceso de búsqueda de justicia por parte de tres víctimas del caso Karadima
ACELERACIONISMO|VARIOS |CAJA NEGRA|19650 |SOCIOLOGIA|El aceleracionismo es una herejía política: sostiene que hay deseos, tecnologías y procesos que el capitalismo hace surgir y de los que se alimenta, pero que no puede contener; y que es necesario acelerar estos procesos para empujar al sistema más allá de sus límites. Teniendo como antecedentes teóricos al notable  “Fragmento sobre las máquinas” de Marx, los volúmenes sobre capitalismo y esquizofrenia de  Deleuze y Guattari, y la ficción especulativa de autores como Samuel Buttler, William Gibson y J.G. Ballard (para quien “el futuro es una mejor guía para el presente que el pasado”), los aceleracionistas se preguntan cómo liberar las fuerzas productivas cautivas bajo la ideología neoliberal, para redirigirlas  hacia objetivos comunes. En este proyecto, la actual base material no necesita ser destruida, sino que es reapropiada como plataforma de lanzamiento hacia un futuro postcapitalista. Pues, ciertamente, aún no sabemos lo que un cuerpo tecno-social moderno puede hacer.
ACERO Y PALOMA|ECHEVERRIA, MONICA|CATALONIA|12000 |Biografía|Siempre he tenido presente el recuerdo de las noticias de 2002: Sybila Arredondo, viuda del poeta peruano José María Arguedas y exesposa del chileno Jorge Teillier, salía en libertad tras más de quince años de prisión en Perú. Se veía feliz y al mismo tiempo agotada; la prensa la hostigaba y su país la recibía regocijado después de tan dura y larga detención. Luego de muchas interrogantes sobre ese destino, me encuentro finalmente con ella. Necesito saber la historia de esta mujer que nunca se rindió, de esta alma luchadora comprometida con ideales tan propios a esa generación que soñaba con un mundo de justicia social y de libertad.
ACTUAL MARX 68S|TIJOUX, MARIA EMILIA|LOM|9000 |HISTORIA DE CHILE |La pluralidad política revolucionaria de 1968. Ante una conmemoración culturalista y a veces llena de la amnesia que despolitiza el acontecimiento, es importante recordarlo y ubicarlo aunque sea brevemente, en las distintas dimensiones y latitudes donde se produjo. 1968 no es solo el mayo de una revuelta estudiantil, es la huelga general, la sublevación generalizada, la insurgencia en México, la primavera de Praga, como también las luchas de liberación que tenían un potente ritmo, y luego, todo lo que vino después. Pero en 1968 todo parecía posible. Han pasado 50 años desde aquel hito donde se celebraba el triunfo del individuo que reclamaba derechos, a diferencia del ciudadano impregnado de obligaciones, todo esto en tiempos donde el mundo se acomodaba a la doctrina económica neoliberal, a la vez que veía derrumbarse las instituciones tradicionales. Recoger la memoria de estos hechos y ver sus alcances en el presente es uno de los motivos que nos hemos planteado para este número. La Revista Actuel Marx/Intervenciones, a 50 años de los años 68's, aparece cuando el mundo es testigo de conmemoraciones que reactualizan de cierto modo distintos problemas, hechos y también preguntas provenientes de un acontecimiento que remeciera al mundo. Hemos querido rememorar lo sucedido a la luz de los puntos de vista que hoy se tejen, tratando de evitar las reducciones que han tenido los 68's y las miradas que a veces se detienen en un solo país, en una sola generación, en aspectos culturales o en lo que se ha entendido como una pura revuelta de jóvenes que pasan por una época que los hace inventar revoluciones. Así es como en el presente número hemos querido intervenir y por supuesto también recordar.
ADELANTE|BUKOWSKI, CHARLES|VISOR LIBROS |18500 |POESÍA|Charles Bukowski (1920-1994) uno de los grandes renovadores de la poesía norteamericana, redactó estos poemas poco antes de su muerte. Fueron escritos cuando ya estaba tan próximo al budismo como cercano a la poesía de Li-Po.
ADIOS A LA NATURALEZA|JORGE ENRIQUE|PLAZA Y VALDES|20000 |VERDE ANIMAL|Hace milenios comenzamos a domesticar plantas y animales, lo que inició la producción de diversos bioartefactos: organismos vivos modificados e intervenidos técnicamente en sus funciones, fisiología y estructura genómica. A partir de la postulación de la estructura del ADN por Watson y Crick en el siglo XX, el ulterior surgimiento de la biología molecular y de la tecnología de ADN recombinante, así como de las novedosas técnicas de edición genética como CRISPR CAS9, se han creado no solamente nuevas posibilidades para producir bioartefactos de diversa índole, sino que también se han transformado nuestras ideas sobre la naturaleza, la evolución de los seres vivos y el lugar que los humanos ocupamos en el universo de la vida. Actualmente, nos encontramos en una revolución bioartefactual que se propone reconfigurar biotécnicamente una enorme gama de organismos vivos, incluyendo a la propia especie humana, cuyas consecuencias ambientales y sociales serán de amplio alcance en la naturaleza y en nuestra relación con el mundo.En este libro se analiza críticamente esta revolución bioartefactual en marcha y se plantean preguntas ético-filosóficas de implicaciones sociales, económicas, políticas e incluso jurídicas. La producción bioartefactual de nuestra época constituye una verdadera revolución tecnocientífica en los albores del siglo XXI, que marcará el destino de la humanidad y, muy probablemente, el de muchos otros seres vivos y ecosistemas. Así pues, ¿podremos decir adiós a la naturaleza? Conviene que comencemos desde ahora la evaluación de este alucinante proyecto de autotransmutación biotecnológica; es tiempo de que reflexionemos sobre la revolución bioartefactual que hay en marcha.
ADOLECENCIA RESPUESTAS PARA PADRES|TRAUTMANN, ALBERTO |CATALONIA|17000 |PSICOLOGIA|Los autores de este libro somos parte de un grupo de más de treinta profesionales que pertenecemos al Centro de Adolescencia de Clínica Alemana, que desde el año 2000 nos hemos dedicado a la atención del adolescente en sus múltiples dimensiones.Este libro va dirigido a padres, educadores y personas que se relacionan con adolescentes. Quisimos poner a su disposición lo que le enseñamos a los padres de nuestros pacientes y es fruto de la práctica clínica. Esperamos que entregue herramientas para prevenir daño, pero más que eso, fomentar desde un punto de vista de propuestas positivas, la salud integral de nuestros hijos adolescentes.
AFRODITA|ALLENDE, ISABEL|DEBOLS!LLO|14000 |LITERATURA CHILENA|«Me arrepiento de los platos deliciosos rechazados por vanidad, tanto como lamento las ocasiones de hacer el amor que he dejado pasar por ocuparme de tareas pendientes o por virtud puritana, ya que la sexualidad es un componente de la buena salud, inspira la creación y es parte del camino del alma... Por desgracia, me demoré treinta años en descubrirlo.» Isabel Allende
AGONIA DE UNA IRREVERENTE|ECHEVERRIA, MONICA|CATALONIA|17000 |Biografía|Este libro se enmarca en el género de las biografías noveladas, pero el tiempo lo ha consignado entre los más significativos registros de la vida de Inés Echeverría Bello, (1868-1949), escritora, periodista y una de las principales figuras del feminismo chileno, conocida por el seudónimo de Iris. A su muerte la prensa destacó que había sido más escuchada que leída, pues lo mejor de su ingenio no se recogía en sus escritos sino que había quedado diluido en los recuerdos de quienes compartieron sus célebres tertulias.
ALGUIEN CAMINA SOBRE TU TUMBA|MARIANA ENRIQUEZ|MONTACERDOS |12900 |LITERATURA LATINOAMERICANA|Ampliamente reconocida por sus relatos de terror, Mariana Enriquez (Buenos Aires, 1973) ha tenido una larga y apasionada relacio´n con los cementerios. En Alguien camina sobre tu tumba relata, al modo de cro´nicas de viaje, su paso por ma´s de una decena de ellos alrededor del mundo: Frankfurt, Nueva Orleans, Genova, la Patagonia argentina, entre otros lugares.Porque los cementerios ocultan misterios, teori´as conspirativas, especulaciones morbosas sobre la vida y la muerte. Y si bien un aire go´tico atraviesa todos los textos, de pronto estos toman rumbos inesperados, como esa fiesta en La Habana en que la autora termina declara´ndole su amor al guitarrista de Manic Street Preachers.“Como todo cementerio abandonado, es tristemente hermoso”, nos dice sobre uno israelita en Entre Ri´os, Argentina. Y esa belleza es la que recorre las pa´ginas de este libro, con el aliento de una prosa limpia y fresca como la brisa que baja por una colina llena de cruces de madera.
ALIAS GRACE|MARGARET ATWOOD     |SALAMANDRA|20000 |LITERATURA UNIVERSAL|Una obra coral que se adentra en las complejidades y pulsiones del alma humana y reconstruye con fidelidad y maestría los claroscuros y las paradojas de la sociedad decimonónica.
ALICIA EN EL PAIS DE LAS MARAVILLAS (CLASICOS)|CARROLL, LEWIS|ALMA|10000 |LITERATURA UNIVERSAL|Convertido con el paso del tiempo en uno de los grandes clásicos de la literatura universal. En sus páginas repletas de personajes y situaciones insólitos en un mundo onírico, Carroll desafía la lógica y el lenguaje, y juega con el absurdo. Esta edición recupera las ilustraciones originales que John Tenniel creó para la primera edición del libro en 1865.
ALIMENTACION PARA SANAR|ZURSCHMITTEN, SUSANA|ALBATROS|18000 |VERDE ANIMAL|¿Cuántas veces nos preguntamos si estamos comiendo de forma correcta para cubrir las necesidades de nuestro cuerpo? ¿A quién no le gustaría tener energía suficiente, verse bien y estar saludable? ¿Cuántas veces nos preguntamos si estamos comiendo de forma correcta para cubrir las necesidades de nuestro cuerpo? ¿A quién no le gustaría tener energía suficiente, verse bien y estar saludable?
ALLENDE LA BIOGRAFIA|AMOROS, MARIO|EDICIONES B|16000 |Biografía|El 11 de septiembre de 1973 Salvador Allende se convirtió en un mi to del siglo XX. Las estremecedoras imágenes del bombardeo de La Moneda, la belleza casi poética y el dramatismo de sus últimas palabras, su inmolación en defensa del desarrollo democrático de Chile y del proyecto revolucionario al q ue consagró su vida y la ominosa dictadura de Pinochet otorgaron a su nombre una dimensión universal. A cuarenta años de aquellos hechos que conmovieron al mundo, este libro va más allá del mito. Con la agilidad del periodista y el rigor del historiador, Mario Amorós relata de manera minucios a la trayectoria política y personal de Allende, apoyándose en una abundante documentación inédita hasta ahora. En sus páginas descubrimos al muchacho que entabló amistad con un carpintero anarquista, al estudiante de Medicina, al médico que hi zo mil quinientas autopsias, al masón orgulloso de sus antepasados, al dirigente socialista, al diputado, al ministro, al senador.Al líder capaz de unir a la izquierda y alumbrar la «vía chilena a l socialismo». Al compañero de Fidel Castro y del Che Guevara. Al principal enemigo para Nixon y Kissinger. Al padre, al abuelo, al esposo, al amigo, al hijo. Al Presidente que murió heroicamente en La Moneda. Salvador Allende, uno de los iconos del siglo XX, ya tiene su biog rafía.
ALMANAQUE MAGICO|ENGEL, PEDRO|CATALONIA|15000 |Astrología|Este libro es para los que aman la magia, ya sean aprendices, magos o brujas. Desde pequeño me gustaron los almanaques y también la magia. He dedicado mi vida a los símbolos y al estudio de las artes psíquicas. En estas páginas dejo algo de mi libro de las sombras, que mezcla recetas mágicas, religiosas y paganas, invocación de santos, deidades y seres de luz que han sido y son los guías espirituales de las culturas de todo el planeta.
ALMAS GRISES|CLAUDEL, PHILIPPE|SALAMANDRA BOLSILLO|8000 |LITERATURA UNIVERSAL|Ganadora del prestigioso premio Renaudot y elegida Libro del Año por los libreros franceses y la revista Lire, esta novela posee una belleza sombría y seductora que emana tanto del clima misterioso que envuelve la historia como del profundo y descarnado retrato de los personajes que la componen.
ALMAS GRISIS|CLAUDEL, PHILIPPE|LETRAS DE BOLSILLO|10000 |LITERATURA UNIVERSAL|Diciembre de 1917. En un pequeño pueblo del norte de Francia, el cuerpo sin vida de una hermosa niña aparece flotando en el canal. La crónica de los hechos, escrita veinte años después del suceso por el policía a cargo de la investigación, invita al lector a descubrir una realidad inesperada.En su implacable relato, donde la emoción aparece contenida por el pudor del narrador, nadie es inocente, y los culpables, de una forma u otra, son también víctimas.El gris es el tono dominante, pero no el gris de la muerte, ni el del duro clima invernal, ni siquiera el de la cobardía, sino el gris en que se desenvuelve la condición humana: la ausencia de certezas absolutas, las sombras, los claroscuros, en suma, el peso rotundo de la duda.
